1685540274,0
1685540277,1
1685540342,0
1685540486,1
1685540551,0
1685540953,1
1685541018,0
1685541050,1
1685541106,1
1685541171,0
1685541178,1
1685541179,1
1685541244,0
1685541272,1
1685541337,0
1685541367,1
1685541426,1
1685541491,0
1685541494,1
1685541561,0
1685541675,1
1685541734,1
1685541796,1
1685541855,1
1685541920,0
1685541944,1
1685541997,1
1685542062,0
1685542091,1
1685542156,0
1685542372,1
1685542437,0
1685542598,1
1685542599,1
1685542654,1
1685542719,0
1685542721,1
1685542722,1
1685542787,0
1685542793,1
1685542850,1
1685542917,0
1685542990,1
1685542991,1
1685543056,0
1685543479,1
1685543544,0
1685543553,1
1685543618,0
1685543626,1
1685543679,1
1685543731,1
1685543732,1
1685543797,0
1685543799,1
1685543864,0
1685543868,1
1685543933,0
1685543936,1
1685544002,0
1685544014,1
1685544015,1
1685544079,0
1685544116,1
1685544181,0
1685544186,1
1685544187,1
1685544252,0
1685544316,1
1685544377,1
1685544442,0
1685544467,1
1685544532,0
1685544615,1
1685544680,0
1685544704,1
1685544769,0
1685544829,1
1685544894,0
1685544939,1
1685545004,0
1685545208,1
1685545273,0
1685545310,1
1685545311,1
1685545375,0
1685545482,1
1685545547,0
1685545660,1
1685545727,0
1685546248,1
1685546249,1
1685546313,0
1685546323,1
1685546388,0
1685546428,1
1685546429,1
1685546494,0
1685546521,1
1685546577,1
1685546642,0
1685546794,1
1685546859,0
1685547017,1
1685547082,0
1685547133,1
1685547198,0
1685547321,1
1685547386,0
1685547563,1
1685547628,0
1685547711,1
1685547778,0
1685547963,1
1685548016,1
1685548081,0
1685548145,1
1685548210,0
1685548222,1
1685548287,0
1685548413,0
1685548417,1
1685548482,0
1685548749,1
1685548803,1
1685548868,0
1685548946,1
1685549011,0
1685549015,1
1685549070,1
1685549127,1
1685549187,1
1685549247,1
1685549303,1
1685549368,0
1685549975,0
1685550582,0
1685551189,0
1685551467,1
1685551524,1
1685551577,1
1685551642,0
1685552249,0
1685552856,0
1685553463,0
1685554070,0
1685554677,0
1685555284,0
1685555891,0
1685556499,0
1685557106,0
1685557713,0
1685558320,0
1685558927,0
1685559534,0
1685560141,0
1685560748,0
1685561355,0
1685561962,0
1685562569,0
1685563176,0
1685563783,0
1685564390,0
1685564997,0
1685565604,0
1685566212,0
1685566819,0
1685567426,0
1685568033,0
1685568640,0
1685569247,0
1685569854,0
1685570461,0
1685571068,0
1685571675,0
1685572282,0
1685572889,0
1685573496,0
1685574103,0
1685574711,0
1685575318,0
1685575925,0
1685576532,0
1685577139,0
1685577746,0
1685578353,0
1685578960,0
1685579567,0
1685580174,0
1685580781,0
1685581388,0
1685581995,0
1685582602,0
1685583209,0
1685583817,0
1685584424,0
1685585031,0
1685585638,0
1685586245,0
1685586852,0
1685587459,0
1685588066,0
1685588673,0
1685589280,0
1685589887,0
1685590494,0
1685591101,0
1685591708,0
1685592315,0
1685592922,0
1685593530,0
1685594137,0
1685594744,0
1685595351,0
1685595958,0
1685596565,0
1685597172,0
1685597779,0
1685598386,0
1685598993,0
1685599600,0
1685600207,0
1685600814,0
1685600846,1
1685600900,1
1685600965,0
1685601147,1
1685601148,1
1685601200,1
1685601201,1
1685601265,0
1685601302,1
1685601367,0
1685601377,1
1685601442,0
1685601581,1
1685601635,1
1685601700,0
1685601771,1
1685601836,0
1685601992,1
1685602045,1
1685602099,1
1685602164,0
1685602205,1
1685602270,0
1685602287,1
1685602352,0
1685602375,1
1685602432,1
1685602497,0
1685602508,1
1685602573,0
1685602592,1
1685602657,0
1685602706,1
